id,label,Spearman_allwords,Spearman_dependents,adjacent_post,adjacent_tag,nearest_dep,nearest_dep_tag,pmi_adjacent,pmi_neardep,root_verb
cn12.146.1,post-adj2,0.664905832,1,to,TO,to,TO,0.903833231,0.903833231,lurched
cn12.147.0,ref,0.315594395,0.948683298,him,PRP,him,PRP,0.701568669,0.701568669,caught
cn12.147.1,post-adj3,0.211335532,0.632455532,him,PRP,him,PRP,0.701568669,0.701568669,caught
cn12.147.2,post-adj3,-0.025360264,0.316227766,him,PRP,him,PRP,0.701568669,0.701568669,caught
cn12.147.3,post-adj3,0.346590273,0.948683298,him,PRP,him,PRP,0.701568669,0.701568669,caught
cn12.147.4,post-adj3,0.078898599,0.632455532,him,PRP,him,PRP,0.701568669,0.701568669,caught
cn12.147.5,post-adj3,-0.056356142,0.316227766,him,PRP,him,PRP,0.701568669,0.701568669,caught
cn12.154.0,ref,0,0,dabbing,VBG,Jess,NNP,0.506381559,-0.405923499,mumbled
cn12.154.1,quote,-0.1,0,dabbing,VBG,dabbing,VBG,0.506381559,0.506381559,mumbled
cn12.157.0,ref,0,0,,,Curt,NNP,0,-0.405923499,said
cn12.157.1,quote,0,0,Curt,NNP,Curt,NNP,-0.405923499,-0.405923499,said
cn12.166.0,ref,0.609937546,1,to,TO,to,TO,0.903833231,0.903833231,got
cn12.166.1,post-adv,1,0,to,TO,to,TO,0.903833231,0.903833231,got
cn12.169.0,ref,0.637748139,0,staying,VBG,staying,VBG,0.506381559,0.506381559,'re
cn12.169.1,post-adj2,-0.579771036,0,staying,VBG,staying,VBG,0.506381559,0.506381559,'re
cn12.171.0,ref,0.384741882,0,going,VBG,going,VBG,0.506381559,0.506381559,'m
cn12.171.1,dat-np-pp,0.3191686,0,going,VBG,going,VBG,0.506381559,0.506381559,'m
cn12.174.0,ref,0.081422178,1,coming,VBG,coming,VBG,0.506381559,0.506381559,'re
cn12.174.1,post-adj2,0.134523599,1,coming,VBG,coming,VBG,0.506381559,0.506381559,'re
cn12.180.0,ref,0.5,0,make,VB,make,VB,0.506381559,0.506381559,'ll
cn12.180.1,pre-adv,-0.196645851,1,make,VB,make,VB,0.506381559,0.506381559,'ll
cn13.8.0,ref,0.438853726,1,her,PRP,her,PRP,0.701568669,0.701568669,released
cn13.8.1,post-adj2,0.109713431,0.5,her,PRP,her,PRP,0.701568669,0.701568669,released
cn13.12.0,ref,-0.055391171,1,n't,RB,n't,RB,0.508775923,0.508775923,did
cn13.12.1,post-adj2,-0.055391171,1,n't,RB,n't,RB,0.508775923,0.508775923,did
cn13.14.0,ref,0.661292213,1,bitterly,RB,bitterly,RB,0.508775923,0.508775923,thought
cn13.14.1,quote,0.693945413,1,bitterly,RB,bitterly,RB,0.508775923,0.508775923,thought
cn13.15.0,ref,-0.405839725,-1,all,DT,all,DT,-4.972718629,-4.972718629,'d
cn13.15.1,post-adv,-0.405839725,-1,all,DT,all,DT,-4.972718629,-4.972718629,'d
cn13.15.2,pre-adv,-0.222829606,-0.5,all,DT,all,DT,-4.972718629,-4.972718629,'d
cn13.24.0,ref,0.4,0,feeling,VBG,Dan,NNP,0.506381559,-0.405923499,affirmed
cn13.24.1,quote,0.5,0,feeling,VBG,feeling,VBG,0.506381559,0.506381559,affirmed
cn13.25.0,ref,0.046729879,1,in,RP,in,RP,0.903833231,0.903833231,moved
cn13.25.1,post-adj2,0.039460787,0.5,close,RB,close,RB,0.508775923,0.508775923,moved
cn13.26.0,ref,0.024465861,0,shoving,VBG,he,PRP,0.506381559,0.701568669,said
cn13.26.1,quote,0.123858424,0,shoving,VBG,shoving,VBG,0.506381559,0.506381559,said
cn13.26.2,post-adj2,-0.256891545,0,shoving,VBG,he,PRP,0.506381559,0.701568669,said
cn13.27.0,ref,-0.019583657,0,trading,VBG,trading,VBG,0.506381559,0.506381559,'s
cn13.27.1,post-adv,1,0,trading,VBG,trading,VBG,0.506381559,0.506381559,'s
cn13.30.0,ref,-0.33640583,1,n't,RB,n't,RB,0.508775923,0.508775923,did
cn13.30.1,post-adj2,-0.33640583,1,n't,RB,n't,RB,0.508775923,0.508775923,did
cn13.33.0,ref,0.319339007,0,see,VB,see,VB,0.506381559,0.506381559,could
cn13.33.1,post-adj2,0.189303455,0,see,VB,see,VB,0.506381559,0.506381559,could
cn13.41.0,ref,0,0,,,She,PRP,0,0.701568669,replied
cn13.41.1,quote,0,0,she,PRP,she,PRP,0.701568669,0.701568669,replied
cn13.41.2,post-adj2,0,0,,,She,PRP,0,0.701568669,replied
cn13.43.0,ref,-0.440863354,-1,all,DT,all,DT,-4.972718629,-4.972718629,were
cn13.43.1,post-adj2,-0.440863354,-1,all,DT,all,DT,-4.972718629,-4.972718629,were
cn13.45.0,ref,0.067517518,1,they,PRP,they,PRP,0.701568669,0.701568669,could
cn13.45.1,post-adv,0.357579426,1,they,PRP,they,PRP,0.701568669,0.701568669,could
cn13.48.0,ref,0.146441345,0,examined,VBN,examined,VBN,0.506381559,0.506381559,was
cn13.48.1,post-adv,0.431244346,0,examined,VBN,examined,VBN,0.506381559,0.506381559,was
cn13.49.0,ref,0.872081599,0,down,RP,down,RP,0.903833231,0.903833231,settled
cn13.49.1,pre-adj2,0.872081599,0,down,RP,down,RP,0.903833231,0.903833231,settled
cn13.50.0,ref,-0.297048529,0,the,DT,taboo,NN,-4.972718629,0.301443272,followed
cn13.50.1,post-adv,-0.162448414,0,the,DT,taboo,NN,-4.972718629,0.301443272,followed
cn13.53.0,ref,0.2399228,1,their,PRP$,they,PRP,0.701568669,0.701568669,played
cn13.53.1,pre-adv,-0.116822945,0.866025404,their,PRP$,they,PRP,0.701568669,0.701568669,played
cn13.57.0,ref,-0.202469229,1,her,PRP,her,PRP,0.701568669,0.701568669,gave
cn13.57.1,dat-np-np,-0.578005977,0.5,a,DT,Rod,NNP,-4.972718629,-0.405923499,gave
cn13.57.2,post-adv,0.200033066,1,her,PRP,her,PRP,0.701568669,0.701568669,gave
cn13.58.0,ref,0.235045504,0,be,VB,be,VB,0.506381559,0.506381559,'ll
cn13.58.1,pre-adv,0.277761334,0,be,VB,be,VB,0.506381559,0.506381559,'ll
cn13.58.2,post-adj2,0.235045504,0,be,VB,be,VB,0.506381559,0.506381559,'ll
cn13.59.0,ref,0.475781655,1,generously,RB,generously,RB,0.508775923,0.508775923,said
cn13.59.1,post-adv,0.403612527,1,generously,RB,generously,RB,0.508775923,0.508775923,said
cn13.60.0,ref,-0.040661296,-0.5,his,PRP$,Rod,NNP,0.701568669,-0.405923499,shifted
cn13.60.1,post-adj2,0.285036706,0.5,his,PRP$,Rod,NNP,0.701568669,-0.405923499,shifted
cn13.61.0,ref,0.091535338,0.5,down,RP,down,RP,0.903833231,0.903833231,looked
cn13.61.1,post-adj2,-0.141879774,-0.5,at,IN,at,IN,-2.88295062,-2.88295062,looked
cn13.63.0,ref,-0.251576988,-0.5,on,IN,on,IN,-2.88295062,-2.88295062,settled
cn13.63.1,post-adv,-0.251576988,-0.5,on,IN,on,IN,-2.88295062,-2.88295062,settled
cn13.63.2,pre-adv,-0.02306053,0.105409255,on,IN,on,IN,-2.88295062,-2.88295062,settled
cn13.64.0,ref,0.368755549,0,deeply,RB,she,PRP,0.508775923,0.701568669,was
cn13.64.1,post-adj3,0.368755549,0,deeply,RB,she,PRP,0.508775923,0.701568669,was
cn13.64.2,post-adj3,0.255495775,0,deeply,RB,she,PRP,0.508775923,0.701568669,was
cn13.64.3,post-adj3,0.293249033,0,deeply,RB,she,PRP,0.508775923,0.701568669,was
cn13.64.4,post-adj3,0.255495775,0,deeply,RB,she,PRP,0.508775923,0.701568669,was
cn13.64.5,post-adj3,0.331002291,0,deeply,RB,she,PRP,0.508775923,0.701568669,was
cn13.70.0,ref,-0.036526078,-1,no,DT,time,NN,-4.972718629,0.301443272,wasted
cn13.70.1,post-adv,-1,0,no,DT,time,NN,-4.972718629,0.301443272,wasted
cn13.71.0,ref,-0.102895405,-0.5,Sally,NNP,Sally,NNP,-0.405923499,-0.405923499,grabbed
cn13.71.1,post-adv,-0.28393922,-0.5,Sally,NNP,Sally,NNP,-0.405923499,-0.405923499,grabbed
cn13.71.2,post-adv,-0.129130943,-0.5,Sally,NNP,Sally,NNP,-0.405923499,-0.405923499,grabbed
cn13.72.0,ref,0.81167945,1,them,PRP,them,PRP,0.701568669,0.701568669,joined
cn13.72.1,post-adj2,-0.057977104,0.5,them,PRP,them,PRP,0.701568669,0.701568669,joined
cn13.73.0,ref,-0.066583767,0,see,VB,see,VB,0.506381559,0.506381559,could
cn13.73.1,post-adj2,-0.092727087,0,see,VB,see,VB,0.506381559,0.506381559,could
cn13.74.0,ref,0.5,0,its,PRP$,one,CD,0.701568669,-2.096477369,exerted
cn13.74.1,post-adj2,0.5,0,its,PRP$,one,CD,0.701568669,-2.096477369,exerted
cn13.75.0,ref,0.473391449,1,to,TO,to,TO,0.903833231,0.903833231,seemed
cn13.75.1,post-adv,0.685044121,0,to,TO,to,TO,0.903833231,0.903833231,seemed
cn13.80.0,ref,-0.081192099,1,not,RB,not,RB,0.508775923,0.508775923,did
cn13.80.1,post-adv,-0.081192099,1,not,RB,not,RB,0.508775923,0.508775923,did
cn13.80.2,post-adv,-0.081192099,1,not,RB,not,RB,0.508775923,0.508775923,did
cn13.80.3,post-adv,-0.125324389,1,not,RB,not,RB,0.508775923,0.508775923,did
cn13.80.4,post-adv,-0.063086543,1,not,RB,not,RB,0.508775923,0.508775923,did
cn13.82.0,ref,0.257216325,0,watching,VBG,Harrow,NNP,0.506381559,-0.405923499,exclaimed
cn13.82.1,post-adv,-0.363650667,0,as,IN,Harrow,NNP,-2.88295062,-0.405923499,exclaimed
cn13.83.0,ref,0.595879572,0,swear,VB,swear,VB,0.506381559,0.506381559,would
cn13.83.1,post-adj2,-0.170251306,0,swear,VB,swear,VB,0.506381559,0.506381559,would
cn13.87.0,ref,-0.5,0,Dan,NNP,nearsightedly,RB,-0.405923499,0.508775923,scrutinized
cn13.87.1,post-adj2,-0.5,0,Dan,NNP,nearsightedly,RB,-0.405923499,0.508775923,scrutinized
cn13.91.0,ref,-0.317262338,1,again,RB,again,RB,0.508775923,0.508775923,peered
cn13.91.1,post-adj2,-0.721886769,-1,at,IN,at,IN,-2.88295062,-2.88295062,peered
cn13.93.0,ref,0.302661252,1,silently,RB,silently,RB,0.508775923,0.508775923,waited
cn13.93.1,dat-np-np,0.327035368,1,silently,RB,silently,RB,0.508775923,0.508775923,waited
cn13.93.2,post-adv,0,0,silently,RB,silently,RB,0.508775923,0.508775923,waited
cn13.94.0,ref,0.167427767,0,Hez,NNP,Hez,NNP,-0.405923499,-0.405923499,asked
cn13.94.1,post-adv,0.260143144,0,Hez,NNP,Hez,NNP,-0.405923499,-0.405923499,asked
cn13.94.2,post-adj2,0.156400939,0,Hez,NNP,Hez,NNP,-0.405923499,-0.405923499,asked
cn13.95.0,ref,0,0,,,he,PRP,0,0.701568669,replied
cn13.95.1,quote,0,0,he,PRP,he,PRP,0.701568669,0.701568669,replied
cn13.96.0,ref,-0.190620923,0,fry,VB,fry,VB,0.506381559,0.506381559,'ll
cn13.96.1,post-adv,-0.210818511,0,fry,VB,fry,VB,0.506381559,0.506381559,'ll
cn13.98.0,ref,-0.472683002,0.5,up,RP,up,RP,0.903833231,0.903833231,looked
cn13.98.1,post-adj2,-0.584858847,-0.5,at,IN,at,IN,-2.88295062,-2.88295062,looked
cn13.99.0,ref,0.3,0,giving,VBG,Rod,NNP,0.506381559,-0.405923499,drawled
cn13.99.1,dat-np-np,-0.2,0,giving,VBG,Rod,NNP,0.506381559,-0.405923499,drawled
cn13.99.2,quote,0.347862621,0,giving,VBG,giving,VBG,0.506381559,0.506381559,drawled
cn13.101.0,ref,0.391259784,0,to,TO,to,TO,0.903833231,0.903833231,aim
cn13.101.1,dat-np-np,0.406598217,0,to,TO,to,TO,0.903833231,0.903833231,aim
cn13.101.2,post-adv,0.458034787,0,to,TO,to,TO,0.903833231,0.903833231,aim
cn13.102.0,ref,0,0,,,Rod,NNP,0,-0.405923499,protested
cn13.102.1,quote,0,0,Rod,NNP,Rod,NNP,-0.405923499,-0.405923499,protested
cn13.103.0,ref,0,0,,,Dan,NNP,0,-0.405923499,explained
cn13.103.1,quote,0,0,Dan,NNP,Dan,NNP,-0.405923499,-0.405923499,explained
cn13.104.0,ref,-0.206519451,1,his,PRP$,Jackson,NNP,0.701568669,-0.405923499,recruited
cn13.104.1,post-adv,-0.284637679,1,his,PRP$,Jackson,NNP,0.701568669,-0.405923499,recruited
cn13.106.0,ref,0.184776673,0.948683298,n't,RB,n't,RB,0.508775923,0.508775923,ai
cn13.106.1,post-adv,-0.030643641,1,n't,RB,n't,RB,0.508775923,0.508775923,ai
cn13.106.2,post-adv,-0.027682742,0.948683298,n't,RB,n't,RB,0.508775923,0.508775923,ai
cn13.110.0,ref,0.414431233,0.866025404,apprehensively,RB,apprehensively,RB,0.508775923,0.508775923,looked
cn13.110.1,post-adj3,0.414431233,0.866025404,ahead,RB,ahead,RB,0.508775923,0.508775923,looked
cn13.110.2,post-adj3,-0.846881215,-0.866025404,at,IN,at,IN,-2.88295062,-2.88295062,looked
cn13.110.3,post-adj3,-0.216224991,0,apprehensively,RB,apprehensively,RB,0.508775923,0.508775923,looked
cn13.110.4,post-adj3,-0.846881215,-0.866025404,at,IN,at,IN,-2.88295062,-2.88295062,looked
cn13.110.5,post-adj3,-0.216224991,0,ahead,RB,ahead,RB,0.508775923,0.508775923,looked
cn13.111.0,ref,-0.008403658,1,reassuringly,RB,reassuringly,RB,0.508775923,0.508775923,spoke
cn13.111.1,quote,0.17126103,1,reassuringly,RB,reassuringly,RB,0.508775923,0.508775923,spoke
cn13.112.0,ref,-0.036369648,-1,all,DT,all,DT,-4.972718629,-4.972718629,'ll
cn13.112.1,post-adj2,-0.290957187,-1,all,DT,all,DT,-4.972718629,-4.972718629,'ll
cn13.114.0,ref,-0.188096031,1,his,PRP$,Rod,NNP,0.701568669,-0.405923499,cracked
cn13.114.1,pre-adv,-0.10112153,0.866025404,his,PRP$,Rod,NNP,0.701568669,-0.405923499,cracked
cn14.1.0,ref,-0.336146323,0,the,DT,town,NN,-4.972718629,0.301443272,had
cn14.1.1,pre-adv,-0.012647665,1,the,DT,town,NN,-4.972718629,0.301443272,had
cn14.3.0,ref,0.325821876,-1,them,PRP,them,PRP,0.701568669,0.701568669,enabled
cn14.3.1,pre-adv,0.239979051,0.5,them,PRP,them,PRP,0.701568669,0.701568669,enabled
cn14.4.0,ref,-0.42378969,0,glancing,VBG,Cobb,NNP,0.506381559,-0.405923499,declared
cn14.4.1,post-adv,-0.42378969,0,glancing,VBG,Cobb,NNP,0.506381559,-0.405923499,declared
cn14.4.2,post-adv,0.415313896,0,as,IN,Cobb,NNP,-2.88295062,-0.405923499,declared
cn14.4.3,quote,-0.417209321,0,glancing,VBG,glancing,VBG,0.506381559,0.506381559,declared
cn14.4.4,post-adj2,-0.42378969,0,glancing,VBG,Cobb,NNP,0.506381559,-0.405923499,declared
cn14.7.0,ref,0,0,,,he,PRP,0,0.701568669,proposed
cn14.7.1,quote,0,0,he,PRP,he,PRP,0.701568669,0.701568669,proposed
cn14.8.0,ref,-0.771428571,1,a,DT,yell,NN,-4.972718629,0.301443272,give
cn14.8.1,post-adv,-1,0,a,DT,yell,NN,-4.972718629,0.301443272,give
cn14.8.2,pre-adv,-0.324172664,0.866025404,a,DT,yell,NN,-4.972718629,0.301443272,Give
cn14.14.0,ref,0.137810645,0.4,to,TO,to,TO,0.903833231,0.903833231,seemed
cn14.14.1,post-adv,0.127785666,1,to,TO,to,TO,0.903833231,0.903833231,seemed
cn14.15.0,ref,0.252315037,0.5,out,RB,out,RB,0.508775923,0.508775923,tramped
cn14.15.1,post-adj2,0.3261498,-0.5,with,IN,with,IN,-2.88295062,-2.88295062,tramped
cn14.16.0,ref,-0.052342237,0,an,DT,Palace,NNP,-4.972718629,-0.405923499,was
cn14.16.1,post-adj2,-0.08236205,0,an,DT,Palace,NNP,-4.972718629,-0.405923499,was
cn14.17.0,ref,0.057577802,-1,like,IN,like,IN,-2.88295062,-2.88295062,clung
cn14.17.1,post-adj2,-0.158338956,1,to,TO,to,TO,0.903833231,0.903833231,clung
cn14.18.0,ref,-0.270065739,-1,up,IN,up,IN,-2.88295062,-2.88295062,ran
cn14.18.1,post-adj3,0.012275715,-0.5,quickly,RB,quickly,RB,0.508775923,0.508775923,ran
cn14.18.2,post-adj3,0.306892885,1,to,TO,to,TO,0.903833231,0.903833231,ran
cn14.18.3,post-adj3,-0.478752901,-0.5,up,IN,up,IN,-2.88295062,-2.88295062,ran
cn14.18.4,post-adj3,0.024551431,0.5,to,TO,to,TO,0.903833231,0.903833231,ran
cn14.18.5,post-adj3,0.515580047,0.5,quickly,RB,quickly,RB,0.508775923,0.508775923,ran
cn14.28.0,ref,0.287473872,1,not,RB,not,RB,0.508775923,0.508775923,had
cn14.28.1,post-adv,0.666693722,1,not,RB,not,RB,0.508775923,0.508775923,had
cn14.28.2,pre-adv,-0.12250537,1,not,RB,not,RB,0.508775923,0.508775923,had
cn14.32.0,ref,0.004459777,0.737864787,upward,RB,upward,RB,0.508775923,0.508775923,glanced
cn14.32.1,post-adv,0.252109742,0.737864787,upward,RB,upward,RB,0.508775923,0.508775923,glanced
cn14.34.0,ref,-1,-1,through,IN,through,IN,-2.88295062,-2.88295062,pushed
cn14.34.1,post-adj2,1,1,first,JJ,first,JJ,-1.503254446,-1.503254446,pushed
cn14.35.0,ref,-0.378393734,-1,at,IN,at,IN,-2.88295062,-2.88295062,followed
cn14.35.1,post-adj2,-0.378393734,-1,at,IN,at,IN,-2.88295062,-2.88295062,followed
cn14.37.0,ref,0.423344752,1,now,RB,now,RB,0.508775923,0.508775923,was
cn14.37.1,post-adv,0.423344752,1,now,RB,now,RB,0.508775923,0.508775923,was
cn14.37.2,pre-adv,0.143189437,1,now,RB,now,RB,0.508775923,0.508775923,was
cn14.39.0,ref,0.21699067,0.6,the,DT,man,NN,-4.972718629,0.301443272,knocked
cn14.39.1,post-adj2,0.184566777,0.3,the,DT,man,NN,-4.972718629,0.301443272,knocked
cn14.40.0,ref,0.045345331,0,with,IN,with,IN,-2.88295062,-2.88295062,murmured
cn14.40.1,post-adv,-0.374855385,0,at,IN,at,IN,-2.88295062,-2.88295062,murmured
cn14.40.2,post-adv,0.349046876,0,with,IN,with,IN,-2.88295062,-2.88295062,murmured
cn14.41.0,ref,0.238622507,1,coolly,RB,coolly,RB,0.508775923,0.508775923,started
cn14.41.1,post-adj2,-0.532311746,-1,for,IN,for,IN,-2.88295062,-2.88295062,started
cn14.51.0,ref,-0.316227766,0,off,IN,off,IN,-2.88295062,-2.88295062,opened
cn14.51.1,post-adj2,-0.316227766,0,on,IN,on,IN,-2.88295062,-2.88295062,opened
cn14.52.0,ref,-0.280998228,-0.316227766,open,JJ,open,JJ,-1.503254446,-1.503254446,were
cn14.52.1,post-adv,-0.422928086,-0.316227766,open,JJ,open,JJ,-1.503254446,-1.503254446,were
cn14.52.2,post-adj2,-0.283859717,-0.316227766,open,JJ,open,JJ,-1.503254446,-1.503254446,were
cn14.55.0,ref,-0.127215629,-1,Gyp,NNP,Pat,NNP,-0.405923499,-0.405923499,saw
cn14.55.1,post-adv,0.01413507,-1,Gyp,NNP,Pat,NNP,-0.405923499,-0.405923499,saw
cn14.61.0,ref,-0.042866986,1,him,PRP,him,PRP,0.701568669,0.701568669,gave
cn14.61.1,dat-np-np,-0.505657614,-1,a,DT,Russ,NNP,-4.972718629,-0.405923499,gave
cn14.64.0,ref,0,0,,,he,PRP,0,0.701568669,snapped
cn14.64.1,quote,0,0,he,PRP,he,PRP,0.701568669,0.701568669,snapped
cn14.66.0,ref,-0.253413382,0,take,VB,take,VB,0.506381559,0.506381559,'ll
cn14.66.1,pre-adv,-0.195798709,1,take,VB,take,VB,0.506381559,0.506381559,'ll
cn14.69.0,ref,-0.472616264,0,grunting,VBG,grunting,VBG,0.506381559,0.506381559,was
cn14.69.1,post-adv,-0.057977104,0,grunting,VBG,grunting,VBG,0.506381559,0.506381559,was
cn14.69.2,post-adv,-0.392693601,0,grunting,VBG,grunting,VBG,0.506381559,0.506381559,was
cn14.80.0,ref,-0.259325171,1,through,RP,through,RP,0.903833231,0.903833231,ran
cn14.80.1,post-adj2,-0.266769913,1,through,RP,through,RP,0.903833231,0.903833231,ran
cn14.82.0,ref,0,0,,,he,PRP,0,0.701568669,declared
cn14.82.1,quote,0,0,he,PRP,he,PRP,0.701568669,0.701568669,declared
cn14.84.0,ref,0.216720921,0.866025404,his,PRP$,Russ,NNP,0.701568669,-0.405923499,wiped
cn14.84.1,post-adv,0.210818511,1,his,PRP$,Russ,NNP,0.701568669,-0.405923499,wiped
cn14.87.0,ref,-0.344549981,0.5,back,RB,back,RB,0.508775923,0.508775923,moved
cn14.87.1,post-adj2,-0.605063381,-0.5,through,IN,through,IN,-2.88295062,-2.88295062,moved
cn14.90.0,ref,-0.381881308,-1,down,IN,down,IN,-2.88295062,-2.88295062,clattered
cn14.90.1,post-adj2,0.127293769,1,to,TO,to,TO,0.903833231,0.903833231,clattered
cn14.91.0,ref,-0.20519567,0,till,IN,till,IN,-2.88295062,-2.88295062,spoke
cn14.91.1,post-adv,0,0,,,neither,DT,0,-4.972718629,spoke
cn14.99.0,ref,0.5,0,shove,VB,shove,VB,0.506381559,0.506381559,'ll
cn14.99.1,post-adj2,-0.5,0,shove,VB,shove,VB,0.506381559,0.506381559,'ll
cn14.102.0,ref,0,0,mildly,RB,mildly,RB,0.508775923,0.508775923,observed
cn14.102.1,dat-np-np,0,0,mildly,RB,mildly,RB,0.508775923,0.508775923,observed
cn14.102.2,quote,1,1,he,PRP,he,PRP,0.701568669,0.701568669,observed
cn14.102.3,post-adj2,0,0,mildly,RB,mildly,RB,0.508775923,0.508775923,observed
cn14.103.0,ref,-1,-1,Cobb,NNP,Cobb,NNP,-0.405923499,-0.405923499,retorted
cn14.103.1,iquote,0,0,tartly,RB,tartly,RB,0.508775923,0.508775923,retorted
cn14.104.0,ref,-0.474341649,0,know,VB,know,VB,0.506381559,0.506381559,'ll
cn14.104.1,post-adv,0,0,know,VB,know,VB,0.506381559,0.506381559,'ll
cn14.108.0,ref,-0.5,0,with,IN,with,IN,-2.88295062,-2.88295062,returned
cn14.108.1,quote,0.4,1,he,PRP,he,PRP,0.701568669,0.701568669,returned
cn14.110.0,ref,0,0,Cobb,NNP,Cobb,NNP,-0.405923499,-0.405923499,flashed
cn14.110.1,iquote,0,0,,,Cobb,NNP,0,-0.405923499,flashed
cn14.111.0,ref,0.588256065,0.5,his,PRP$,he,PRP,0.701568669,0.701568669,hauled
cn14.111.1,dat-np-np,0.588256065,0.5,his,PRP$,he,PRP,0.701568669,0.701568669,hauled
cn14.115.0,ref,0,0,bleakly,RB,bleakly,RB,0.508775923,0.508775923,mused
cn14.115.1,quote,1,1,he,PRP,he,PRP,0.701568669,0.701568669,mused
cn14.116.0,ref,0.756322557,1,never,RB,never,RB,0.508775923,0.508775923,would
cn14.116.1,pre-adv,0.229824064,0.866025404,never,RB,never,RB,0.508775923,0.508775923,would
cn14.118.0,ref,0,0,himself,PRP,himself,PRP,0.701568669,0.701568669,asked
cn14.118.1,post-adv,0,0,himself,PRP,himself,PRP,0.701568669,0.701568669,asked
cn14.118.2,quote,0,0,he,PRP,he,PRP,0.701568669,0.701568669,asked
cn14.121.0,ref,0.324893145,1,to,TO,to,TO,0.903833231,0.903833231,jerked
cn14.121.1,post-adj2,-0.598487372,-1,at,IN,at,IN,-2.88295062,-2.88295062,jerked
cn14.130.0,ref,1,1,him,PRP,him,PRP,0.701568669,0.701568669,told
cn14.130.1,dat-np-np,-0.5,-1,nothing,NN,nothing,NN,0.301443272,0.301443272,told
cn14.132.0,ref,-0.339486075,0,covering,VBG,covering,VBG,0.506381559,0.506381559,was
cn14.132.1,post-adv,-0.5,0,covering,VBG,covering,VBG,0.506381559,0.506381559,was
cn14.133.0,ref,0.666885929,0.866025404,sharply,RB,sharply,RB,0.508775923,0.508775923,swerved
cn14.133.1,pre-adv,0.00365734,0.737864787,sharply,RB,sharply,RB,0.508775923,0.508775923,swerved
cn14.135.0,ref,-0.052239164,1,besieging,VBG,besieging,VBG,0.506381559,0.506381559,was
cn14.135.1,post-adv,-0.375541549,1,besieging,VBG,besieging,VBG,0.506381559,0.506381559,was
cn14.137.0,ref,0.20519567,-1,his,PRP$,he,PRP,0.701568669,0.701568669,had
cn14.137.1,pre-adv,-0.187804696,0.5,his,PRP$,He,PRP,0.701568669,0.701568669,had
cn14.140.0,ref,0.7,1,to,TO,to,TO,0.903833231,0.903833231,floated
cn14.140.1,post-adj2,-0.8,-1,across,IN,across,IN,-2.88295062,-2.88295062,floated
cn14.145.0,ref,0.14326271,-1,that,DT,he,PRP,-4.972718629,0.701568669,hurried
cn14.145.1,post-adv,-0.136008902,-1,that,DT,he,PRP,-4.972718629,0.701568669,hurried
cn14.147.0,ref,0.113486594,1,not,RB,not,RB,0.508775923,0.508775923,had
cn14.147.1,post-adv,0.6,1,not,RB,not,RB,0.508775923,0.508775923,had
cn14.149.0,ref,-0.46417221,1,wild,JJ,wild,JJ,-1.503254446,-1.503254446,went
cn14.149.1,post-adv,0,0,wild,JJ,wild,JJ,-1.503254446,-1.503254446,went
cn14.155.0,ref,0.379309268,0,hurled,VBN,hurled,VBN,0.506381559,0.506381559,had
cn14.155.1,post-adj2,0.143294612,0,hurled,VBN,hurled,VBN,0.506381559,0.506381559,had
cn14.159.0,ref,-0.325106607,0.5,madly,RB,madly,RB,0.508775923,0.508775923,dashed
cn14.159.1,post-adj2,-0.671415818,-0.5,for,IN,for,IN,-2.88295062,-2.88295062,dashed
cn14.160.0,ref,0.2,1,forward,RB,forward,RB,0.508775923,0.508775923,plunged
cn14.160.1,post-adj2,0.2,1,forward,RB,forward,RB,0.508775923,0.508775923,plunged
cn15.4.0,ref,0.076497751,1,eight,CD,Cricket,NNP,-2.096477369,-0.405923499,took
cn15.4.1,post-adj3,-0.152995503,1,eight,CD,Cricket,NNP,-2.096477369,-0.405923499,took
cn15.4.2,post-adj3,0.129552644,1,eight,CD,Cricket,NNP,-2.096477369,-0.405923499,took
cn15.4.3,post-adj3,0.375085749,1,eight,CD,Cricket,NNP,-2.096477369,-0.405923499,took
cn15.4.4,post-adj3,0.359045898,1,eight,CD,Cricket,NNP,-2.096477369,-0.405923499,took
cn15.4.5,post-adj3,-0.169035354,1,eight,CD,Cricket,NNP,-2.096477369,-0.405923499,took
cn15.6.0,ref,-0.015939996,0,to,TO,to,TO,0.903833231,0.903833231,was
cn15.6.1,post-adv,0.059964748,0,with,IN,Fleischman,NNP,-2.88295062,-0.405923499,was
cn15.6.2,post-adv,-0.026566661,0,to,TO,to,TO,0.903833231,0.903833231,was
cn15.9.0,ref,-0.188187368,-1,Greg,NNP,Greg,NNP,-0.405923499,-0.405923499,took
cn15.9.1,dat-np-np,-0.118183887,-1,the,DT,carrier,NN,-4.972718629,0.301443272,took
cn15.12.0,ref,-0.866025404,0,down,IN,down,IN,-2.88295062,-2.88295062,glowered
cn15.12.1,post-adj2,0,0,at,IN,at,IN,-2.88295062,-2.88295062,glowered
cn15.15.0,ref,-0.04195038,0.316227766,Greg,NNP,Donovan,NNP,-0.405923499,-0.405923499,snatched
cn15.15.1,post-adj2,-0.118448131,0.316227766,Greg,NNP,Donovan,NNP,-0.405923499,-0.405923499,snatched
cn15.16.0,ref,-0.293434727,1,dark,JJ,dark,JJ,-1.503254446,-1.503254446,was
cn15.16.1,post-adv,-0.405839725,0,dark,JJ,dark,JJ,-1.503254446,-1.503254446,was
